"ID","Nombre completo","Fecha de nacimiento","Direccion","Localidad y Codigo postal","Telefono","Correo electronico","Fecha de alta","Grupo de clientes"
"C0677","Marco del Almansa",1986-07-31,"874 Manor Road","London","(454) 251-7217","csilvers@outlook.com",2008-02-15 08:31:45,"B"
"C0678","Ariel Martorell Quero",1993-08-18,"EC17 3MA","954 Windsor Road","(554) 671-5835","rasca@icloud.com",2006-12-31 03:13:14,"B"
"C0679","Claudia Ibanez Macias",1974-12-05,"London","WC13 6VO","(796) 405-5951","donev@yahoo.com",2010-12-24 17:36:53,"C"
"C0680","Morena Llanos Dalmau",1998-02-03,"823 The Green","London","(355) 836-1997","psichel@yahoo.ca",2007-04-30 06:15:10,"E"
"C0681","Tecla Gertrudis Fortuny Santana",1970-05-17,"W95 4IQ","9 Stanley Road","(286) 437-9985","ranasta@att.net",2008-05-08 03:22:31,"D"
"C0682","Jose Francisco Marti Crespo",1983-07-04,"London","N74 6MB","(728) 630-9093","lbaxter@verizon.net",2007-02-04 18:27:02,"D"
"C0683","Teresita Donaire Prieto",1988-06-14,"45 South Street","London","(375) 276-9555","rnewman@yahoo.com",2006-07-29 02:48:51,"C"
"C0684","Sofia Campillo Melendez",1977-12-31,"SE29 0XB","1 Kings Road","(303) 888-3580","intlprog@optonline.net",2021-03-15 21:07:19,"E"
"C0685","Paola Anastasia Peral Gracia",1984-12-03,"London","SW63 0GX","(620) 263-0937","jgoerzen@sbcglobal.net",2010-01-16 09:44:13,"D"
"C0686","Fabian Ojeda Duran",1972-04-29,"75 The Drive","London","(285) 569-3815","shrapnull@mac.com",2015-06-22 19:13:31,"B"
"C0687","Pascuala Conde-Amat",1984-12-23,"NW49 8JX","919 Queensway","(933) 493-1296","teverett@yahoo.com",2016-02-04 17:43:15,"E"
"C0688","Vicente de Manzano",1970-04-13,"London","E25 7BW","(984) 925-1479","jdhedden@verizon.net",2011-05-30 18:54:48,"C"
"C0689","Serafina de Suarez",1977-03-13,"893 Church Lane","London","(745) 969-2385","miami@hotmail.com",2014-07-04 05:14:37,"B"
"C0690","Benita Susanita Segarra Comas",1984-04-03,"SE91 4YS","9633 Highfield Road","(385) 423-8512","reeds@sbcglobal.net",2018-10-20 20:24:16,"D"
"C0691","Casemiro Aliaga Arce",1983-05-29,"London","WC40 6RS","(541) 380-9655","jmmuller@hotmail.com",2011-04-24 17:13:35,"E"
"C0692","Renato Machado Pla",1993-12-30,"5 Kingsway","London","(499) 251-4292","mailarc@verizon.net",2006-07-22 08:46:55,"C"
"C0693","Desiderio Mendoza Escobar",1980-12-19,"EC74 0XB","42 Kingsway","(889) 376-3128","sfoskett@sbcglobal.net",2012-01-30 04:54:19,"A"
"C0694","Gerardo Bernat Barros",1991-02-17,"London","SE59 1ZQ","(899) 319-0739","eurohack@yahoo.ca",2005-05-01 02:22:15,"C"
"C0695","Hugo Torrecilla Canals",1973-09-15,"44 Grove Road","London","(799) 736-0563","ahmad@yahoo.com",2008-08-31 07:20:33,"A"
"C0696","Mamen Ortega Ferrer",1977-03-13,"W52 6WK","72 The Grove","(897) 495-1662","lstein@hotmail.com",2009-03-28 21:20:35,"D"
"C0697","Ciriaco del Ruano",1994-01-16,"London","NW50 1WE","(744) 403-9916","bmidd@aol.com",2013-04-09 02:57:24,"D"
"C0698","Reynaldo Gargallo Salcedo",1971-12-19,"79 The Avenue","London","(936) 598-2906","stecoop@msn.com",2017-09-23 20:56:28,"C"
"C0699","Blanca Quero Alcantara",1989-02-11,"WC28 1FM","593 New Road","(469) 532-4548","ateniese@icloud.com",2005-10-29 15:21:17,"D"
"C0700","Concepcion Catalan",1979-11-03,"London","SW43 0ZK","(947) 361-6058","carcus@mac.com",2018-04-25 01:58:41,"A"
"C0701","Carolina Bilbao Iniguez",1976-08-19,"85 Victoria Street","London","(949) 882-5871","klaudon@gmail.com",2009-02-17 09:35:38,"C"
"C0702","Luisina Gonzalez Ferran",1984-12-18,"SW74 5VB","302 Kingsway","(305) 415-3051","lishoy@gmail.com",2011-07-12 09:58:32,"C"
"C0703","Filomena Larranaga Andrade",1992-09-01,"London","E48 1ZX","(828) 518-2220","rfisher@hotmail.com",2020-09-30 23:51:52,"B"
"C0704","Marta Roldan-Galvan",1973-03-01,"220 Manchester Road","London","(723) 679-1851","mxiao@yahoo.com",2015-05-03 14:00:19,"D"
"C0705","Alma Valderrama Cortes",1975-05-31,"SW25 9DQ","650 Queensway","(274) 482-2742","reziac@att.net",2015-03-13 14:17:23,"A"
"C0706","Alcides Viana Benavente",1978-09-15,"London","SE15 3HN","(596) 753-6330","mailarc@att.net",2006-08-21 17:24:18,"A"
"C0707","Santiago Garmendia Domenech",1981-02-07,"9518 Mill Road","London","(493) 751-7562","brainless@msn.com",2014-03-10 19:13:11,"B"
"C0708","Nerea Torrent-Valverde",1989-01-09,"NW19 5DQ","9833 Main Road","(804) 565-3963","akoblin@comcast.net",2014-05-27 13:30:16,"A"
"C0709","angeles del Higueras",1977-11-14,"London","NW83 9CK","(857) 359-0241","geoffr@optonline.net",2012-08-09 17:29:01,"A"
"C0710","Octavio de Andres",1970-09-15,"9 Grange Road","London","(680) 877-0373","shawnce@gmail.com",2009-07-03 04:02:19,"B"
"C0711","Eligio Herrero-Canet",1999-02-01,"WC26 5BI","19 The Avenue","(644) 440-6033","trygstad@mac.com",2019-01-05 09:49:32,"C"
"C0712","Elias Carbonell Pareja",1996-07-21,"London","W45 7MN","(788) 977-2844","plover@me.com",2021-01-03 00:21:24,"B"
"C0713","Elvira Olmedo Girona",1998-10-08,"575 Park Avenue","London","(244) 263-7499","choset@optonline.net",2009-12-04 13:45:25,"E"
"C0714","Sosimo Landa Aragones",1971-02-21,"SW21 9ZX","5 Mill Road","(837) 287-6032","caidaperl@aol.com",2020-03-22 17:59:16,"D"
"C0715","Clotilde del Osorio",1976-04-25,"London","N91 6SR","(212) 363-5006","murdocj@gmail.com",2018-06-28 07:01:14,"E"
"C0716","Alcides Tello Fernandez",1979-03-10,"9505 The Grove","London","(315) 840-0702","grossman@verizon.net",2011-05-11 18:54:13,"C"
"C0717","Sigfrido Simo Benavent",1997-11-11,"SE31 9GQ","51 George Street","(467) 358-4503","bartlett@mac.com",2014-01-15 02:03:16,"A"
"C0718","Nerea Leon Puga",1982-10-23,"London","W96 5MH","(360) 620-0866","claesjac@aol.com",2018-09-28 03:55:38,"D"
"C0719","David Ballesteros-Francisco",1993-07-22,"437 Queensway","London","(229) 275-5223","jadavis@icloud.com",2012-09-26 06:46:36,"D"
"C0720","Eva Araceli Marcos Cerdan",1986-08-11,"NW87 0HE","364 The Green","(344) 778-8434","vmalik@msn.com",2013-09-30 15:52:09,"C"
"C0721","Tecla Conesa",1981-04-26,"London","EC47 2KO","(258) 518-2594","slaff@me.com",2006-03-09 22:43:29,"D"
"C0722","Mayte Isern Garate",1979-05-20,"4 Mill Road","London","(859) 270-2403","kjohnson@gmail.com",2019-04-14 10:25:23,"C"
"C0723","Ignacio Bauza-Torrens",1999-09-07,"SW50 4KB","5 High Street","(611) 486-5321","weazelman@icloud.com",2013-05-04 23:25:33,"B"
"C0724","Amor Estrada-Querol",1981-09-20,"London","N10 8HK","(768) 652-3949","ivoibs@icloud.com",2014-12-14 10:09:15,"A"
"C0725","Gabino Aranda Godoy",1994-07-13,"11 The Avenue","London","(998) 487-9102","atmarks@aol.com",2015-04-23 02:45:25,"A"
"C0726","Geronimo Asenjo",1987-05-06,"NW16 9IB","3 Manor Road","(253) 321-2154","hermanab@live.com",2012-02-20 12:48:48,"D"
"C0727","Enrique Andreu Cueto",1990-04-05,"London","W64 5TV","(532) 409-6324","matty@yahoo.ca",2019-04-30 03:56:37,"D"
"C0728","Clara Canton Farre",1987-08-23,"76 Queensway","London","(661) 728-1691","enintend@verizon.net",2016-05-24 05:52:13,"E"
"C0729","Baudelio Asensio",1978-03-24,"WC10 3BR","21 Alexander Road","(570) 540-0876","dsugal@me.com",2011-02-23 03:13:05,"A"
"C0730","Pepita del Grau",1998-08-16,"London","N20 5KT","(433) 516-7191","openldap@outlook.com",2020-03-26 19:23:58,"A"
"C0731","Alba Batalla Valls",1997-04-24,"24 Kings Road","London","(535) 857-6686","lishoy@comcast.net",2008-11-09 22:57:29,"E"
"C0732","Bernardino Patino Aguado",1996-02-04,"WC58 1WY","666 St. Johns Road","(849) 782-9869","temmink@optonline.net",2016-10-04 02:50:34,"E"
"C0733","Esteban Vaquero Dominguez",1980-08-03,"London","NW49 1FQ","(561) 625-6255","wildixon@optonline.net",2016-05-10 16:52:41,"E"
"C0734","Anacleto Tomas Torrecilla",1999-04-19,"94 New Road","London","(654) 705-7739","peoplesr@outlook.com",2005-11-12 10:47:50,"B"
"C0735","Severino Nicolau Vizcaino",1973-03-04,"NW54 0QY","87 St. Johns Road","(712) 820-6745","psichel@aol.com",2013-11-28 11:27:48,"C"
"C0736","Corona Feijoo Pi",1979-04-06,"London","EC54 6EY","(259) 838-4855","wilsonpm@aol.com",2005-07-26 04:36:52,"E"
"C0737","Rafaela Hurtado Reguera",1996-11-02,"73 Chester Road","London","(824) 717-6847","mlewan@live.com",2012-10-22 22:40:46,"A"
"C0738","Zaira Calderon Arino",1998-04-01,"SE36 8WH","952 London Road","(366) 665-1941","okroeger@yahoo.com",2012-06-14 23:39:39,"A"
"C0739","Anibal Acero",1987-02-22,"London","W12 6MQ","(305) 495-3592","jgmyers@att.net",2014-03-17 01:59:21,"A"
"C0740","Leocadio Palomo Palomares",1993-05-23,"386 Richmond Road","London","(602) 659-7572","torgox@verizon.net",2012-02-08 14:14:49,"C"
"C0741","Juan Carlos Delgado Duran",1974-04-25,"EC70 8TD","515 New Road","(689) 239-4563","eurohack@verizon.net",2008-10-26 05:19:19,"A"
"C0742","Elvira Bravo-Cano",2000-02-24,"London","WC71 0UF","(207) 205-4139","grinder@mac.com",2014-07-17 10:51:52,"D"
"C0743","Demetrio de Larranaga",1995-10-01,"16 George Street","London","(516) 973-1052","mallanmba@comcast.net",2015-01-21 16:02:51,"D"
"C0744","Hernando Garay",1995-10-05,"NW01 6ER","25 Victoria Street","(556) 265-3355","martyloo@sbcglobal.net",2016-03-15 20:44:30,"C"
"C0745","Isabela Roma Jurado",1992-01-16,"London","W60 2PX","(630) 838-5414","smcnabb@yahoo.com",2014-10-15 06:38:53,"B"
"C0746","Roberto Tomas-Bermudez",1970-06-19,"93 St. Johns Road","London","(762) 570-3297","msherr@yahoo.ca",2014-04-30 17:39:46,"E"
"C0747","Yolanda Oliva Polo",1990-02-17,"N10 2EQ","9 Broadway","(283) 766-9356","grothoff@icloud.com",2017-10-18 06:40:58,"B"
"C0748","Rosendo Pinilla Bustamante",1974-09-29,"London","W10 2TN","(750) 486-9536","budinger@icloud.com",2018-11-17 14:59:35,"B"
"C0749","Vanesa Celia Ibanez Ferrer",1991-06-26,"5 Church Road","London","(619) 353-7970","arathi@comcast.net",2016-10-30 08:13:40,"A"
"C0750","Albina de Fiol",1972-08-03,"SE07 3LY","24 Richmond Road","(961) 219-0829","dpitts@sbcglobal.net",2020-01-07 22:30:57,"E"
"C0751","Georgina Arroyo Araujo",1998-05-12,"London","W75 0OS","(209) 879-1264","osaru@me.com",2021-03-25 16:41:29,"E"
"C0752","Celestina Rodrigo Hidalgo",1984-03-28,"213 The Drive","London","(332) 532-0822","jramio@gmail.com",2011-07-05 19:12:03,"D"
"C0753","Felicidad de Bernal",1998-06-09,"NW58 3QB","561 Albert Road","(487) 640-6779","kudra@comcast.net",2012-05-28 00:25:00,"B"
"C0754","Valeria Almansa-Barcena",1993-09-29,"London","SW24 1UB","(536) 366-2187","yruan@icloud.com",2009-03-06 01:37:48,"D"
"C0755","Javier Cortina Grau",1976-05-17,"28 Victoria Street","London","(363) 544-2841","petersen@msn.com",2005-03-22 02:15:51,"D"
"C0756","Manolo Isidro Ros Salgado",1989-05-27,"SW80 9JL","26 The Drive","(461) 271-1631","jbearp@sbcglobal.net",2011-11-22 15:07:14,"D"
"C0757","Concepcion Bustamante",1988-07-28,"London","E73 0ZM","(857) 335-5320","kjohnson@mac.com",2012-03-26 12:10:23,"E"
"C0758","Viviana Tur Asensio",2000-01-04,"27 Church Road","London","(634) 371-1153","jaesenj@comcast.net",2007-08-05 01:20:50,"C"
"C0759","Emilia Valentin Coello",1977-10-20,"WC52 1ML","1 Kings Road","(439) 244-2458","offthelip@yahoo.ca",2018-02-11 14:56:15,"C"
"C0760","Barbara Arcos Cases",1997-07-07,"London","E54 2MI","(320) 535-5081","jeffcovey@me.com",2017-10-28 22:27:12,"A"
"C0761","Martin Gimenez Herrera",1984-09-07,"40 Woodland Dr.","New York; NY 10011","(993) 964-1956","pgolle@aol.com",2010-01-03 10:12:22,"D"
"C0762","Gaston Real Barriga",1986-02-13,"9453 South Pineknoll Drive","Freeport; NY 11520","(748) 245-9826","mdielmann@verizon.net",2007-03-02 07:31:28,"B"
"C0763","Estefania Penas",1982-09-26,"847 S. Manor St.","New York; NY 10031","(381) 532-2238","gerlo@optonline.net",2016-04-04 21:36:02,"B"
"C0764","Loreto Estrella Vinas Juan",1981-04-14,"7071 Third St.","Bronx; NY 10472","(907) 754-8902","sarahs@verizon.net",2013-06-30 17:47:00,"A"
"C0765","Emperatriz Quiros Aguirre",1981-02-19,"8215 Atlantic St.","Brooklyn; NY 11218","(531) 907-4416","galbra@comcast.net",2013-09-21 19:08:55,"A"
"C0766","Leocadio Escalona",1994-01-06,"735 N. Yukon Street","Brooklyn; NY 11215","(572) 498-8666","kaiser@comcast.net",2010-11-19 10:07:56,"C"
"C0767","Carina Barroso Lopez",1974-01-07,"3 Holly Ave.","Ridgewood; NY 11385","(716) 425-2898","kildjean@hotmail.com",2014-08-31 06:06:15,"D"
"C0768","Damian Tomas Solis",1981-05-01,"770 Carson St.","Bronx; NY 10463","(762) 419-8629","cliffordj@yahoo.ca",2018-05-03 23:38:35,"D"
"C0769","Isaac Vallejo-Coll",1986-06-11,"47 Honey Creek Lane","New York; NY 10023","(280) 675-9489","breegster@outlook.com",2019-04-14 04:44:50,"D"
"C0770","Fernanda Lozano Bastida",1986-10-11,"89 West Lakeview Dr.","Bronx; NY 10456","(634) 550-6646","calin@comcast.net",2019-02-12 08:49:20,"B"
"C0771","Angelica Diego Cuellar",1984-02-01,"541 S. State Dr.","Ithaca; NY 14850","(527) 606-6801","sfoskett@att.net",2009-10-17 22:23:42,"A"
"C0772","Jose Luis Lorenzo Losada",1988-01-30,"8759 Tanglewood Dr.","Spring Valley; NY 10977","(465) 963-8317","singer@att.net",2005-04-26 12:58:49,"E"
"C0773","Maria Saenz Azorin",1979-12-22,"9283 High Ridge Drive","Brooklyn; NY 11208","(659) 984-6638","vsprintf@att.net",2020-05-19 04:02:10,"C"
"C0774","Hernando Olmedo Segui",1973-01-04,"582 Honey Creek Road","Bronx; NY 10461","(962) 381-3510","mhassel@msn.com",2010-01-08 05:34:37,"E"
"C0775","Mamen Chacon Crespo",1987-08-18,"847 West Jockey Hollow Court","Bronx; NY 10452","(576) 978-9774","weidai@sbcglobal.net",2012-04-02 22:19:38,"A"
"C0776","Morena Ros Estrada",1988-09-14,"720 Paris Hill St.","Huntington Station; NY 11746","(721) 881-8367","quantaman@msn.com",2021-05-03 05:06:04,"C"
"C0777","Berta Mena Rivas",1998-03-30,"61 Bridle St.","Brooklyn; NY 11212","(812) 855-9668","timtroyr@gmail.com",2019-08-25 17:05:15,"E"
"C0778","Carmen Alemany Bertran",1995-01-13,"9555 Purple Finch Dr.","Jamestown; NY 14701","(819) 268-2557","papathan@att.net",2013-07-29 19:41:12,"E"
"C0779","Emilia Oliveras Granados",1987-07-01,"8473 South Lilac Court","Newburgh; NY 12550","(398) 878-0122","jyoliver@att.net",2013-09-17 19:13:56,"D"
"C0780","Jaime Santiago Vazquez",1999-04-15,"855 Colonial St.","Brooklyn; NY 11236","(301) 631-9640","steve@sbcglobal.net",2021-04-22 05:03:43,"C"
"C0781","Clemente de Coloma",1996-08-18,"48 Sunbeam St.","West Babylon; NY 11704","(891) 535-5328","falcao@live.com",2021-03-13 17:55:51,"B"
"C0782","Hilda del Tapia",1999-05-27,"440 Cactus St.","Brooklyn; NY 11204","(576) 200-5761","wildfire@mac.com",2015-01-06 15:52:52,"B"
"C0783","Espiridion Abril Marti",1984-01-22,"36 NW. Pierce St.","Staten Island; NY 10312","(654) 407-4012","pfitza@comcast.net",2011-08-14 23:20:51,"E"
"C0784","Porfirio Cal Bru",1983-12-23,"832 Lake Forest Rd.","Astoria; NY 11106","(599) 743-9003","staffelb@mac.com",2010-03-30 03:01:44,"E"
"C0785","Maria angeles de Valbuena",1979-04-22,"810 10th St.","Patchogue; NY 11772","(240) 906-5404","chaffar@live.com",2019-11-12 20:53:51,"B"
"C0786","Dario Davila",1990-06-08,"268 E. Penn Circle","Lindenhurst; NY 11757","(455) 626-4301","bmidd@gmail.com",2011-02-26 01:26:53,"D"
"C0787","Victor Manuel Sedano-Domingo",1981-03-31,"606 Galvin Street","Astoria; NY 11105","(493) 311-8669","north@live.com",2020-12-19 18:34:42,"D"
"C0788","Marcela Saura",1994-12-17,"940 Riverside Court","Rego Park; NY 11374","(758) 602-4935","scottzed@gmail.com",2011-02-11 17:08:47,"E"
"C0789","Rosalva Carreras Calatayud",1984-02-24,"9485 S. Pheasant Dr.","Levittown; NY 11756","(390) 779-8899","jramio@icloud.com",2006-09-18 17:01:40,"A"
"C0790","agata Bermudez-Espejo",1980-07-06,"54 Indian Summer Street","East Elmhurst; NY 11370","(487) 438-4975","wagnerch@yahoo.com",2011-09-14 13:26:29,"A"
"C0791","Leire Bellido Carmona",1992-12-16,"719 Center Ave.","Bronx; NY 10467","(659) 904-0068","nighthawk@aol.com",2019-06-15 23:09:04,"C"
"C0792","Consuela Emilia Cuenca Cerdan",1973-04-18,"91 SE. Pierce Ave.","Brooklyn; NY 11206","(721) 772-9718","pthomsen@yahoo.com",2006-06-18 05:49:36,"B"
"C0793","Juan Luis angel Alemany",1986-08-09,"73 Alderwood St.","Fresh Meadows; NY 11365","(471) 210-6992","nelson@yahoo.com",2009-07-29 21:30:38,"C"
"C0794","Nazaret Garrido Llado",1972-05-15,"9163 South Oxford Ave.","Jackson Heights; NY 11372","(435) 955-2960","augusto@gmail.com",2012-03-21 17:19:28,"A"
"C0795","Elena Pons",1978-05-29,"8478 West St.","Brooklyn; NY 11224","(323) 803-5626","jrifkin@outlook.com",2008-01-23 13:07:51,"B"
"C0796","Pilar Castells Fernandez",1978-09-28,"8142 Lees Creek Rd.","Corona; NY 11368","(507) 934-7625","pgolle@outlook.com",2019-04-27 10:11:23,"E"
"C0797","Jose Maria Jacobo Ojeda Montesinos",1994-07-22,"70 Green Hill Drive","Bronx; NY 10473","(532) 766-7644","sekiya@live.com",2015-06-04 09:55:03,"B"
"C0798","Manolo de Pavon",1987-01-06,"9983 Woodside Street","Endicott; NY 13760","(772) 757-3738","airship@verizon.net",2006-07-29 14:39:23,"C"
"C0799","Candido Beltran Pino",1994-05-03,"23 Tarkiln Hill Avenue","Brooklyn; NY 11229","(887) 277-6652","credmond@hotmail.com",2009-10-04 10:18:43,"A"
"C0800","Apolonia del Real",1979-07-20,"7241 Cemetery Ave.","Bronx; NY 10458","(725) 408-3080","parrt@outlook.com",2006-06-19 12:31:29,"D"
"C0801","Zoraida Rovira Arce",1987-03-25,"85 Lookout Ave.","Brooklyn; NY 11223","(845) 673-0453","mwandel@att.net",2010-05-14 00:48:01,"A"
"C0802","Elpidio Pont Exposito",1999-12-23,"37 Fairview Ave.","Massapequa; NY 11758","(962) 741-6475","lamprecht@live.com",2011-02-17 06:19:16,"B"
"C0803","Joan Lobo-Haro",1983-12-04,"91 Annadale Road","New York; NY 10025","(396) 942-3896","fudrucker@live.com",2015-01-31 23:32:05,"A"
"C0804","Nayara Gimeno Velasco",1981-03-12,"81 Bohemia Lane","Brooklyn; NY 11209","(672) 429-8285","ntegrity@aol.com",2015-11-30 00:27:12,"D"
"C0805","africa del Conde",1988-12-17,"749 N. Beechwood Ave.","Brooklyn; NY 11220","(524) 528-5199","shaffei@outlook.com",2014-01-25 04:55:01,"B"
"C0806","angela Pinedo Vendrell",1988-09-11,"759 E. Foxrun Ave.","Bay Shore; NY 11706","(422) 560-9699","tellis@yahoo.com",2015-11-15 19:11:52,"B"
"C0807","Joan Fabregat Ochoa",1990-08-01,"242 East 8th Lane","Lockport; NY 14094","(879) 980-7282","mcraigw@yahoo.ca",2011-09-20 23:02:43,"B"
"C0808","Cruz Tamayo-Carpio",1985-09-14,"8133 SE. Augusta Ave.","Staten Island; NY 10306","(372) 654-9387","clkao@outlook.com",2012-02-24 05:24:30,"B"
"C0809","Pascual Pedro Ruiz",1972-08-21,"8497 3rd St.","New York; NY 10028","(933) 613-2582","kwilliams@icloud.com",2010-11-04 12:46:58,"C"
"C0810","Melisa Guitart",1984-05-26,"9045 Poor House Lane","Bronx; NY 10451","(365) 278-8056","munson@icloud.com",2012-09-19 06:09:27,"D"
"C0811","Anacleto Caballero Ferrera",1980-09-28,"71 Cambridge Lane","New York; NY 10024","(588) 897-0633","nwiger@aol.com",2013-04-06 09:57:18,"B"
"C0812","Vicente Calleja",1995-11-11,"8117 Birch Hill Rd.","Bronx; NY 10465","(303) 754-3969","epeeist@gmail.com",2020-08-09 17:12:00,"A"
"C0813","Marco Ropero",1986-12-10,"9140 Carpenter St.","Brooklyn; NY 11207","(311) 963-9615","krueger@comcast.net",2019-05-02 23:43:15,"C"
"C0814","Cristian Baquero-Canovas",1998-05-19,"538 Cross Street","Bronx; NY 10462","(777) 720-1143","dsugal@live.com",2008-12-14 05:34:51,"D"
"C0815","Josep Reina Prieto",1981-01-13,"919 Princeton St.","Fairport; NY 14450","(741) 758-2688","tellis@me.com",2015-07-22 16:00:25,"A"
"C0816","Florinda Anguita-Sancho",1990-03-16,"17 Ashley Street","New York; NY 10029","(802) 484-9409","inico@aol.com",2019-05-04 18:41:12,"D"
"C0817","Calixta Villaverde Acosta",1991-09-02,"682 Glenwood Street","Bronx; NY 10466","(641) 921-8831","bebing@optonline.net",2005-07-14 08:24:16,"A"
"C0818","Marisela Milla-Martorell",1993-01-20,"94 Beach St.","Brooklyn; NY 11228","(954) 421-2884","jdray@aol.com",2016-08-04 05:05:21,"C"
"C0819","Rosendo Almeida Naranjo",1979-09-24,"26 East Main Dr.","Buffalo; NY 14224","(954) 956-0103","irving@sbcglobal.net",2014-04-17 01:09:13,"B"
"C0820","Ana Sofia Colomer Martin",1990-12-01,"373 Bear Hill St.","Brooklyn; NY 11213","(295) 983-4853","andersbr@hotmail.com",2007-01-24 04:51:52,"B"
"C0821","Rolando Caballero Nino",1996-05-01,"497 Maiden Street","Poughkeepsie; NY 12601","(253) 483-2574","parrt@yahoo.ca",2020-08-27 10:48:08,"C"
"C0822","Paola Casanovas-Riba",1980-09-22,"741 Ann Ave.","Brooklyn; NY 11225","(244) 616-3629","cliffski@live.com",2009-10-30 23:19:25,"A"
"C0823","Lupita del Sanjuan",1976-11-20,"23 Kent St.","Hamburg; NY 14075","(586) 717-5632","mlewan@att.net",2010-08-27 13:43:56,"E"
"C0824","Modesto Franco Hervia",1977-11-02,"4 Fairground Avenue","South Richmond Hill; NY 11419","(890) 780-5763","dwsauder@yahoo.com",2016-01-06 18:31:21,"C"
"C0825","Modesto Morante",1972-02-11,"20 Deerfield Lane","Bronx; NY 10469","(958) 671-5221","djupedal@yahoo.com",2005-12-01 20:33:04,"A"
"C0826","Clemente Ferrero Garmendia",1980-09-26,"9618 Lower River St.","New York; NY 10033","(203) 272-8879","dpitts@mac.com",2005-03-10 07:58:16,"E"
"C0827","Guiomar Ferrera",1994-04-17,"50 New Rd.","Westbury; NY 11590","(412) 374-4809","kevinm@live.com",2020-09-01 07:55:32,"B"
"C0828","Araceli Borrell-Armas",1992-10-27,"534 Clinton Street","Brooklyn; NY 11211","(700) 831-5400","okroeger@gmail.com",2006-04-13 06:10:01,"D"
"C0829","Jorge Gutierrez Caparros",1985-12-19,"56 Marsh Drive","Brooklyn; NY 11214","(536) 847-4736","smpeters@optonline.net",2006-10-29 17:49:22,"A"
"C0830","Beatriz Mamen Casanovas Ruiz",1988-12-11,"901 Belmont Street","Middletown; NY 10940","(853) 399-2912","balchen@aol.com",2010-01-10 22:43:04,"A"
"C0831","Vicenta Rivero Otero",1981-07-11,"34 West Pleasant St.","New York; NY 10027","(719) 895-4064","marin@att.net",2019-04-11 14:08:56,"D"
"C0832","Vicenta Sole-Palma",1978-06-23,"61 Fulton Street","Forest Hills; NY 11375","(579) 455-3524","bdthomas@yahoo.ca",2018-04-27 20:43:43,"C"
"C0833","Alejandra Beltran Fuente",1983-02-13,"38 Nut Swamp St.","Jamaica; NY 11434","(952) 284-4700","sartak@outlook.com",2016-12-02 21:40:39,"A"
"C0834","Ruperta Casanova Bermudez",1978-08-30,"505 Evergreen Dr.","Brooklyn; NY 11237","(819) 878-4303","jmmuller@yahoo.com",2012-05-26 10:38:24,"E"
"C0835","Nicolas Ayala Campoy",1998-07-19,"353 Sherman St.","Flushing; NY 11354","(467) 290-0508","bowmanbs@me.com",2019-10-04 15:30:18,"C"
"C0836","Leopoldo del Saez",1995-10-28,"764 New St.","Buffalo; NY 14221","(590) 409-5907","parsimony@live.com",2012-07-08 20:03:02,"A"
"C0837","Haroldo del Hoyos",1990-06-29,"2 Delaware Lane","Huntington; NY 11743","(266) 570-8715","weazelman@optonline.net",2018-04-15 14:31:20,"B"
"C0838","Juanita Pastora Escolano Mari",1980-04-11,"940 S. Thomas Ave.","Jamaica; NY 11435","(471) 733-8756","dexter@aol.com",2017-07-11 09:49:31,"A"
"C0839","Jenny Manuel Llorens",1975-11-29,"8459 Wagon Road","Tonawanda; NY 14150","(616) 501-9475","avalon@att.net",2015-03-18 03:06:53,"B"
"C0840","Belen Cantero Uria",1977-09-19,"815 Victoria Ave.","New York; NY 10009","(814) 815-8592","mgemmons@optonline.net",2018-10-15 23:53:29,"B"
"C0841","Candela Grande Arenas",1991-05-07,"7019 Maple St.","Brooklyn; NY 11233","(628) 340-8842","djpig@aol.com",2018-02-01 23:13:24,"D"
"C0842","Socorro Sans Pomares",1976-11-25,"7328 Marsh St.","Brooklyn; NY 11221","(994) 397-7201","bartak@comcast.net",2021-05-07 18:15:49,"C"
"C0843","Nazaret Antunez Rios",1986-08-09,"7379 Nut Swamp Dr.","Poughkeepsie; NY 12603","(644) 968-4427","jmcnamara@yahoo.com",2005-12-02 05:40:26,"A"
"C0844","Yago Teruel Palomino",1976-11-20,"67 Bald Hill St.","Far Rockaway; NY 11691","(549) 850-2390","aibrahim@comcast.net",2017-04-28 06:53:46,"A"
"C0845","Lola Crespi Lobato",1977-02-19,"4 Proctor Ave.","Hempstead; NY 11550","(506) 841-6393","duncand@yahoo.com",2014-04-03 22:16:55,"D"
"C0846","Matias Agudo Ruiz",1992-01-30,"9 Lake St.","Brooklyn; NY 11210","(340) 492-0275","bdbrown@att.net",2017-02-11 01:13:46,"D"
"C0847","Luisa Redondo Salom",1973-07-01,"501 Foster Ave.","Jamaica; NY 11432","(383) 357-1843","dburrows@comcast.net",2014-10-18 15:21:43,"E"
"C0848","Isa Trillo Rozas",1972-04-09,"7652 Lakeshore Court","Brooklyn; NY 11219","(405) 559-9778","monkeydo@att.net",2018-08-29 10:35:01,"D"
"C0849","Asdrubal Estevez Solis",1992-01-27,"490 Beacon St.","Brooklyn; NY 11238","(268) 398-7609","amichalo@verizon.net",2017-01-27 18:31:33,"A"
"C0850","Ruth Blazquez Cerro",1999-12-05,"9050 West Catherine Dr.","Bronx; NY 10460","(310) 577-6728","gravyface@aol.com",2012-05-21 15:35:00,"A"
