"ID","Proveedor","Contacto comercial","Email","Telefono","Saldo pendiente","Fecha de ultima compra"
"P0963","Sonar von Roma Spa","Ileana Galvez","enintend@verizon.net","(892) 525-1657",1770.00,2018-04-22
"P0964","Bügeluhren","Sabina Iniguez Alberto","carmena@me.com","(682) 961-8727",6699.00,2012-10-24
"P0965","Einfache Maschinen","angela Pozo","hutton@hotmail.com","(961) 476-4102",1254.00,2012-07-16
"P0966","Achse Varsity","Natividad Castilla Cobos","shang@hotmail.com","(369) 944-1698",1072.00,2019-12-24
"P0967","Millwood Wind Fruchtbar","Candelario Santos Ferrandiz","firstpr@gmail.com","(477) 311-4086",3159.00,2013-05-18
"P0968","Orsola Austernbar","Poncio Felix Llamas Folch","cyrus@yahoo.com","(984) 929-2294",1099.00,2016-12-06
"P0969","Inka","Juanita Mugica Diez","choset@me.com","(881) 418-9015",7146.00,2012-03-12
"P0970","Transworld-Haus","Cayetana Caballero Huguet","blixem@aol.com","(577) 892-9494",5515.00,2021-08-30
"P0971","Impalafabrik","Urbano Gomez Atienza","kourai@verizon.net","(203) 537-4405",3251.00,2022-01-31
"P0972","Bk Fechtverein","Vito Mesa-Ayala","catalog@mac.com","(917) 921-0105",8359.00,2014-12-23
"P0973","Magenfallen-Inseln","Teo Carreras Prats","wortmanj@yahoo.com","(522) 651-9577",1678.00,2015-01-24
"P0974","Aiki It-Unterstützung","Gabriela Checa Castrillo","wikinerd@yahoo.ca","(314) 827-4799",5739.00,2016-02-23
"P0975","Multiluchs","Francisco Javier del Feijoo","munson@live.com","(609) 403-2608",7063.00,2015-11-30
"P0976","Konzept USA","Jenaro del Ferrero","stomv@me.com","(827) 583-0803",980.00,2018-05-09
"P0977","Inckan","Mario del Fonseca","jimxugle@mac.com","(543) 855-9169",7892.00,2012-06-13
"P0978","Teamlösungen","Estefania Llobet Villalba","timlinux@icloud.com","(491) 737-9446",2843.00,2016-04-01
"P0979","Alegra Dynamik","Haroldo Aguilar Monreal","roesch@gmail.com","(427) 734-7146",6294.00,2011-12-26
"P0980","Diamond Wein und Spirituosen","Cleto Capdevila","kronvold@icloud.com","(464) 753-5716",5211.00,2017-12-21
"P0981","Digitales Mantra","Ariel Toro Corbacho","fmerges@msn.com","(474) 633-1272",5827.00,2021-02-18
"P0982","Pt Teknikasi-Studie","Nilda Quintana Nevado","drhyde@mac.com","(392) 759-6919",6729.00,2020-04-04
"P0983","Rotes Rad","Rufina Moya Verdu","sburke@live.com","(294) 503-8835",2008.00,2021-12-30
"P0984","Standortfusion","Pili Sanchez Pla","arathi@sbcglobal.net","(248) 392-3472",329.00,2017-10-24
"P0985","Hyperlokalis","Romulo Herranz-Gallart","munge@yahoo.ca","(853) 740-8378",8394.00,2018-10-07
"P0986","Selagin Digital","Benjamin Ceferino Parejo Quintanilla","jmcnamara@mac.com","(824) 278-8055",6929.00,2017-03-08
"P0987","Botta Think","Monica Barco","matty@yahoo.com","(416) 821-7869",1201.00,2014-01-12
"P0988","Devops","Julian Rivero Baron","noahb@hotmail.com","(506) 870-0278",5527.00,2013-01-08
"P0989","2h Studio","Pepe Cepeda Valle","kudra@msn.com","(365) 253-9085",5686.00,2012-03-26
"P0990","Webstar","Severino Montesinos Benet","jelmer@verizon.net","(671) 566-4211",4046.00,2020-12-23
"P0991","Veasit","Marianela Llorens-Alfaro","joelw@me.com","(982) 429-1581",4573.00,2021-04-12
"P0992","Vivid Design","Teresita Rosa Carrillo Valcarcel","tangsh@verizon.net","(588) 638-5302",3806.00,2021-09-20
"P0993","Digiitera","Godofredo Aviles Hernando","lukka@sbcglobal.net","(851) 361-6359",7018.00,2013-10-03
"P0994","Codigraphics","Luisa Eva Maria Guitart Exposito","keijser@yahoo.ca","(816) 568-5911",3341.00,2016-09-23
"P0995","Actenet","Gabriel Arnau","telbij@yahoo.com","(456) 843-7004",7876.00,2017-07-19
"P0996","Datawrite","Gala Millan Ribera","payned@mac.com","(655) 690-1559",4703.00,2012-05-22
"P0997","Echo Digital","Luis angel Llanos Benavente","chrwin@live.com","(444) 586-0540",2786.00,2021-06-01
"P0998","Meussicz","Tere Monreal Botella","stellaau@me.com","(752) 359-9358",3442.00,2016-06-28
"P0999","Learnig","Pepito Catala-Nino","elmer@verizon.net","(716) 835-7132",2505.00,2021-02-20
